Year,State,Coal_Consumption_Mt,CO2_Emissions_MtCO2e,Carbon_Credits_Earned,Mitigation_Strategies,Carbon_Sinks_MtCO2e,Excavation,Transportation,Fuel,Equipment,Workers,FuelType,Reduction,Output
2019,Telangana,128.08,452.37,126089,None,15.67,3302.11,38.71,484.07,275.18,3003,Coal,25.17,4582.33
2016,Odisha,149.34,107.86,50849,Coal Gasification,19.56,3698.53,141.95,1598.47,124.99,3193,Diesel,17.0,2048.28
2024,Odisha,213.88,535.89,108112,None,19.61,3370.51,53.22,5816.05,157.66,3352,Diesel,10.53,2435.13
2020,Jharkhand,73.81,341.99,93334,Energy Efficiency,25.01,3333.46,16.46,1421.33,341.83,3694,Gas,2.5,1070.65
2020,Madhya Pradesh,122.85,293.35,72019,Carbon Capture,32.41,683.65,171.48,4303.63,326.67,3275,Gas,17.53,4519.61
2019,West Bengal,273.25,516.27,79467,Renewable Energy,12.02,945.43,175.1,5432.2,392.9,1598,Gas,27.79,961.13
2018,Maharashtra,180.12,364.27,58014,None,17.67,4421.53,51.47,9913.79,299.58,603,Gas,10.86,2074.87
2020,Madhya Pradesh,295.25,162.28,39989,Afforestation,16.51,505.59,199.36,6527.65,314.11,4602,Gas,8.96,4308.92
2018,Odisha,91.34,186.9,197356,Coal Gasification,16.77,1533.88,113.95,4916.2,398.33,2646,Coal,16.11,157.52
2018,West Bengal,57.93,543.22,122921,Afforestation,49.98,1447.86,98.32,5274.58,239.2,922,Coal,2.56,2775.73
2023,Madhya Pradesh,162.3,194.73,36575,None,33.32,647.64,147.0,4818.82,408.95,2575,Diesel,11.07,329.02
2015,Odisha,221.02,174.84,141765,Coal Gasification,47.57,4315.21,53.25,3535.01,192.4,3330,Gas,12.22,2464.56
2021,Odisha,275.8,416.58,193500,None,17.09,543.95,61.98,4337.48,190.52,3906,Gas,18.64,245.03
2017,Maharashtra,187.87,377.52,148379,None,23.52,623.19,84.88,6870.23,341.58,2726,Gas,13.54,4063.31
2019,Madhya Pradesh,113.37,344.19,115704,Renewable Energy,7.91,3197.83,110.22,1804.55,139.73,2532,Gas,14.69,1801.76
2023,Odisha,233.67,486.71,182327,Renewable Energy,23.4,4018.12,98.62,9239.87,466.95,2288,Coal,7.7,3730.02
2024,Odisha,174.54,370.34,71105,Carbon Capture,15.23,665.14,113.79,6122.91,484.85,2346,Diesel,9.95,546.38
2024,Telangana,168.43,125.47,104389,Carbon Capture,42.85,2552.9,156.0,7312.79,103.36,2825,Gas,20.05,950.82
2017,Maharashtra,63.29,137.97,44887,Afforestation,15.94,3583.17,150.1,1023.06,166.03,3609,Gas,4.08,1941.62
2015,West Bengal,262.12,522.24,76807,Coal Gasification,31.85,2730.44,182.75,2986.25,485.88,1238,Gas,17.62,2034.93
2017,Telangana,62.3,505.18,55681,Carbon Capture,36.18,1359.83,170.56,2519.1,324.45,1949,Gas,23.08,2377.96
2015,Telangana,91.54,572.99,158473,Energy Efficiency,35.94,4799.57,87.0,3327.42,495.33,2974,Diesel,28.71,3609.21
2016,West Bengal,68.8,112.88,88435,None,14.71,1959.46,14.01,5793.46,309.64,274,Coal,1.56,1034.51
2019,Odisha,273.18,491.92,160629,Coal Gasification,24.85,3871.44,12.41,2940.55,124.09,962,Diesel,17.05,1023.42
2018,Jharkhand,180.38,160.17,67915,Energy Efficiency,20.36,528.63,39.6,2653.62,61.74,3238,Diesel,27.19,4647.31
2024,Chhattisgarh,212.44,421.97,85454,Coal Gasification,25.54,2701.73,190.94,4871.6,298.89,2406,Diesel,29.78,2538.37
2016,Odisha,227.88,435.84,180029,Carbon Capture,40.21,2825.43,158.17,7327.21,479.08,1436,Coal,28.08,4508.47
2020,West Bengal,189.0,387.85,181304,Renewable Energy,36.93,4764.75,41.67,6586.33,179.25,3558,Coal,22.09,4135.81
2019,Jharkhand,222.67,216.35,127819,Energy Efficiency,19.5,3397.75,165.34,7735.22,494.33,607,Diesel,11.15,920.74
2016,Madhya Pradesh,205.14,239.97,21030,Renewable Energy,16.83,1124.22,93.5,3434.43,348.07,761,Gas,26.99,931.68
2024,West Bengal,137.79,372.45,115916,Energy Efficiency,16.18,3058.45,123.5,9022.27,188.53,4680,Coal,2.9,4148.48
2020,Chhattisgarh,167.06,593.05,110195,Energy Efficiency,10.55,3259.56,113.51,8296.63,350.67,3768,Diesel,12.33,799.75
2023,Telangana,219.34,252.05,140516,Afforestation,26.98,4779.48,182.58,3859.12,60.47,2594,Gas,23.09,2971.43
2021,Jharkhand,294.28,253.12,127925,Renewable Energy,39.07,1841.94,68.16,621.97,348.82,3749,Gas,2.37,1292.29
2019,Telangana,261.78,368.59,156383,Afforestation,22.67,4676.89,26.54,1308.43,153.01,1706,Coal,25.82,4595.25
2023,Maharashtra,188.81,222.09,176966,Renewable Energy,7.08,2437.96,54.8,7380.52,243.57,133,Gas,12.67,748.95
2016,Telangana,176.17,292.56,38032,Afforestation,15.89,1536.4,100.32,8305.07,440.4,3939,Gas,2.56,3037.21
2016,Jharkhand,139.18,120.95,127163,None,13.38,2517.63,161.35,7335.17,243.83,834,Gas,15.46,1738.73
2024,Jharkhand,277.59,478.92,120645,Coal Gasification,20.41,3258.63,16.25,2997.21,398.24,1057,Diesel,1.64,4763.51
2024,Telangana,100.01,386.26,114857,Afforestation,20.55,2468.02,162.26,2354.3,231.27,185,Gas,21.03,1087.24
2022,West Bengal,61.27,423.35,23591,Afforestation,24.03,2837.41,73.92,6609.09,429.29,960,Gas,25.87,143.13
2015,Chhattisgarh,209.49,294.61,97851,Renewable Energy,41.16,4647.34,111.75,3804.13,477.59,1039,Gas,2.96,2325.53
2018,Chhattisgarh,244.16,269.21,36841,Afforestation,11.95,594.47,135.2,1813.79,332.61,1819,Gas,0.04,1334.35
2019,Odisha,296.46,131.14,184693,Renewable Energy,33.1,4288.97,127.83,4593.31,370.74,419,Coal,29.33,2657.03
2019,Telangana,98.9,153.92,181045,Energy Efficiency,43.21,1690.69,132.52,4399.64,378.37,3565,Gas,9.78,2044.09
2020,Chhattisgarh,169.25,205.81,48204,None,37.1,797.85,190.97,4040.07,399.82,898,Gas,12.37,4436.5
2017,Odisha,293.2,255.34,154666,Renewable Energy,48.16,2903.15,134.95,1512.59,434.09,1023,Gas,15.66,1732.6
2019,Madhya Pradesh,228.89,148.12,191712,None,32.01,1165.44,48.96,9326.39,60.58,1962,Diesel,12.52,264.61
2022,Jharkhand,139.42,347.73,58016,Carbon Capture,38.62,1438.13,115.48,3651.33,205.38,4907,Gas,4.42,1046.94
2019,Jharkhand,88.62,221.81,153120,Afforestation,22.27,3564.52,68.62,6271.94,226.72,3808,Coal,23.1,3490.2
2021,Telangana,233.81,182.23,197728,Carbon Capture,47.8,2586.13,40.32,2760.4,71.44,1286,Coal,26.24,609.51
2022,Odisha,75.33,273.08,68558,Energy Efficiency,29.56,4935.88,119.81,7475.86,316.86,2086,Coal,26.57,4250.43
2017,Jharkhand,111.93,206.83,27005,None,28.47,845.63,97.38,2231.47,144.72,1419,Coal,27.93,653.58
2019,West Bengal,79.83,557.23,198627,Afforestation,24.39,4354.77,30.02,9413.77,452.76,132,Diesel,20.57,2902.99
2020,Telangana,88.39,507.4,141666,Energy Efficiency,18.21,4163.13,10.87,1622.03,374.35,2890,Coal,7.88,1406.68
2017,Jharkhand,281.52,209.37,150893,Coal Gasification,22.62,4732.14,185.0,9969.73,177.93,1871,Diesel,28.7,3519.28
2017,Maharashtra,139.5,231.7,51042,Carbon Capture,43.19,1062.45,67.68,1530.11,300.57,4814,Diesel,14.5,353.56
2017,Odisha,231.39,501.94,177699,Renewable Energy,47.03,4586.64,124.89,8929.37,181.04,1924,Gas,13.64,1458.19
2023,Telangana,111.31,381.56,80669,Carbon Capture,17.84,723.8,174.04,1518.52,114.38,2673,Gas,28.92,4963.76
2015,Chhattisgarh,64.2,242.44,80686,Renewable Energy,14.27,922.3,182.92,7721.79,160.09,3285,Diesel,7.83,4175.38
2020,Madhya Pradesh,168.91,104.24,67578,Renewable Energy,43.82,1572.42,147.22,5822.68,267.28,157,Gas,10.11,1366.08
2024,Telangana,136.93,493.0,88511,Coal Gasification,42.64,1494.44,40.91,3637.94,339.05,1715,Coal,23.71,194.89
2023,Chhattisgarh,162.34,146.4,53058,Energy Efficiency,26.83,1217.1,51.47,9274.75,160.16,4920,Coal,29.88,1481.92
2015,Jharkhand,220.49,411.32,169367,Energy Efficiency,34.53,4427.18,83.37,1544.04,114.54,1052,Gas,26.95,1502.1
2019,Odisha,84.53,158.19,150238,Energy Efficiency,26.57,2603.01,147.06,6147.41,292.39,4507,Coal,19.89,2190.69
2019,Chhattisgarh,114.4,584.79,80444,Energy Efficiency,15.69,3815.1,88.62,3749.2,140.56,3274,Diesel,13.18,2275.46
2019,Jharkhand,118.91,219.83,138804,Coal Gasification,28.57,682.49,67.9,6755.39,154.33,2732,Gas,8.32,889.47
2015,Maharashtra,180.72,535.56,26932,None,7.31,3885.29,65.61,4838.65,393.42,1821,Diesel,13.74,3303.49
2023,Chhattisgarh,210.32,281.27,47593,Coal Gasification,9.45,2463.04,138.19,2087.93,199.43,1227,Coal,8.87,1070.5
2018,Jharkhand,238.98,277.26,16963,Coal Gasification,14.9,2622.01,31.99,7917.42,229.37,356,Coal,22.88,1094.03
2019,Odisha,255.57,147.27,110196,Energy Efficiency,7.52,4239.65,141.81,6531.31,436.52,2085,Gas,24.41,2529.02
2023,West Bengal,292.45,386.33,143288,None,14.44,1757.41,40.33,1923.26,149.89,109,Diesel,25.63,3583.12
2020,Maharashtra,221.95,444.48,91697,None,34.63,3980.38,80.97,9807.97,128.15,4009,Gas,25.13,3805.78
2018,Odisha,99.31,444.44,194555,None,19.6,3822.64,127.79,7620.87,276.44,3818,Gas,5.53,1074.82
2023,Telangana,161.19,518.65,41466,Carbon Capture,18.87,2142.04,71.06,2775.68,155.49,1716,Gas,29.71,915.63
2015,Telangana,222.16,535.11,146849,Renewable Energy,35.74,539.45,84.58,4537.66,140.39,2154,Coal,0.61,2466.46
2022,Madhya Pradesh,209.02,173.13,21777,None,30.39,4549.37,147.54,2608.43,78.05,443,Coal,10.69,4084.85
2021,West Bengal,166.22,490.7,19689,Carbon Capture,27.09,1683.55,160.35,6817.16,141.89,1214,Coal,11.97,3976.24
2019,Madhya Pradesh,89.47,246.39,96482,Coal Gasification,33.93,846.21,156.67,6080.22,71.77,2647,Gas,11.39,4920.55
2024,Telangana,187.58,412.71,118283,Coal Gasification,30.31,4923.63,74.15,1504.56,273.37,4036,Diesel,25.78,4385.27
2023,West Bengal,139.88,401.97,91534,Coal Gasification,43.64,4505.38,123.07,3952.96,104.02,2195,Coal,1.52,871.05
2020,Jharkhand,78.25,467.88,167124,Carbon Capture,35.75,4406.55,75.9,6358.21,464.98,2158,Gas,25.69,708.7
2017,Madhya Pradesh,285.04,520.23,30702,None,49.28,4735.89,97.85,6905.18,188.21,1142,Coal,25.02,3528.93
2015,Maharashtra,236.43,235.53,118519,Afforestation,15.61,660.73,175.58,1278.56,86.2,2041,Diesel,16.13,641.6
2023,Telangana,88.43,114.3,198361,Carbon Capture,32.77,905.88,169.41,8958.83,478.66,4303,Diesel,16.66,2500.81
2016,Maharashtra,93.03,507.17,55441,Carbon Capture,16.02,1437.79,35.86,5179.18,214.38,254,Coal,21.28,2868.44
2019,Jharkhand,215.23,598.14,170839,Afforestation,41.42,904.62,73.19,885.72,354.36,2387,Coal,18.17,4265.71
2020,Chhattisgarh,204.93,586.32,120830,Energy Efficiency,32.87,4576.8,185.98,1464.56,336.87,1782,Coal,5.86,1036.54
2015,Chhattisgarh,66.43,421.99,197105,Afforestation,49.58,1094.19,97.57,8133.85,426.22,4474,Gas,11.79,403.07
2022,Telangana,295.88,238.83,28716,Carbon Capture,11.37,1075.18,183.8,4896.36,382.75,2077,Gas,16.49,3501.82
2020,Jharkhand,84.72,560.6,27102,Energy Efficiency,49.98,2627.5,90.65,2616.72,283.49,628,Gas,9.67,2273.05
2015,Telangana,197.84,145.61,168814,None,27.29,3893.49,147.32,7269.8,192.04,3187,Gas,14.63,4302.18
2023,Odisha,288.56,482.66,96400,Renewable Energy,22.52,1696.27,76.37,7244.05,67.92,3485,Coal,3.87,238.1
2022,Telangana,216.47,539.43,72412,None,21.66,2252.4,155.2,9334.56,499.03,3035,Coal,9.46,2775.86
2017,Madhya Pradesh,99.63,413.7,26828,Coal Gasification,44.41,4412.73,144.46,7401.76,169.98,654,Coal,27.26,2178.4
2024,Maharashtra,193.13,330.32,83362,Carbon Capture,17.15,1272.13,50.86,8294.99,350.99,4379,Diesel,14.32,401.94
2023,Maharashtra,197.28,215.85,140812,Carbon Capture,35.61,2866.8,58.49,8560.58,88.15,3315,Diesel,3.68,2905.49
2015,Jharkhand,164.12,546.02,84737,Energy Efficiency,45.42,3657.27,92.85,5672.77,396.66,189,Gas,23.47,3256.4
2021,West Bengal,82.33,396.34,19541,Afforestation,45.42,563.77,122.41,5534.89,161.96,1661,Gas,2.76,4113.04
2016,Jharkhand,287.82,502.32,33043,Energy Efficiency,48.84,2705.59,131.01,4992.88,274.63,1732,Gas,26.69,3409.95
2022,Telangana,200.06,383.13,83278,Carbon Capture,37.42,3630.38,45.12,1207.96,230.01,1019,Coal,2.11,1627.89
2019,Odisha,258.03,453.51,153159,Energy Efficiency,48.96,2268.61,115.1,5403.49,197.13,2259,Gas,6.26,282.39
2024,Telangana,106.95,456.44,55782,Afforestation,14.0,2952.2,140.7,2350.45,64.18,3542,Diesel,27.63,3165.2
2021,Jharkhand,247.17,146.68,153732,Energy Efficiency,14.48,1113.04,159.83,9135.98,240.43,1245,Coal,9.57,1808.2
2019,Jharkhand,88.07,437.85,39748,Coal Gasification,48.01,538.44,18.47,8699.9,271.4,4368,Gas,20.5,3727.12
2022,Jharkhand,76.75,123.47,38033,Energy Efficiency,48.58,2544.93,182.16,7541.37,272.89,2258,Coal,12.17,1331.38
2023,Odisha,66.69,294.99,129070,Renewable Energy,11.29,4603.28,181.02,6220.44,378.96,4286,Coal,0.38,3687.96
2017,Telangana,260.92,317.56,45397,Afforestation,12.59,2543.21,143.19,1507.24,498.0,312,Gas,6.58,439.13
2016,West Bengal,254.46,359.05,12026,None,29.95,4868.93,172.45,1213.13,349.47,2991,Diesel,16.54,3556.55
2019,West Bengal,131.19,319.1,123928,Carbon Capture,49.73,2881.04,23.6,1284.09,256.12,2518,Gas,7.35,4843.85
2023,Telangana,255.0,581.09,69472,Renewable Energy,17.65,3357.18,134.64,5652.71,68.42,1170,Gas,3.66,1959.72
2020,Chhattisgarh,66.59,430.18,52910,Afforestation,14.28,1205.79,149.03,568.24,173.71,3934,Gas,13.1,2869.95
2019,Chhattisgarh,133.25,516.94,24538,Renewable Energy,9.71,4338.58,179.64,1083.47,109.35,2710,Gas,10.4,4823.35
2023,Telangana,53.69,167.32,29615,Carbon Capture,23.58,3985.56,176.25,5979.29,66.81,2400,Diesel,12.59,4287.62
2024,Madhya Pradesh,297.93,583.32,30339,Coal Gasification,28.57,4185.37,147.37,7969.97,214.41,2314,Coal,11.13,3736.26
2024,West Bengal,77.12,154.58,137230,Renewable Energy,18.85,3753.44,172.78,3450.68,168.98,4687,Coal,23.59,3929.98
2019,Maharashtra,136.67,126.17,58135,Afforestation,16.17,4992.36,164.86,8011.58,240.43,4733,Coal,9.37,2790.74
2023,Jharkhand,147.6,372.58,132159,Energy Efficiency,28.42,1614.11,130.13,6231.37,435.2,2533,Coal,4.95,688.63
2019,Chhattisgarh,64.61,330.22,168641,Afforestation,25.3,906.6,189.53,706.56,164.93,3905,Diesel,14.93,4603.1
2020,Jharkhand,218.43,460.18,90873,Renewable Energy,17.29,729.97,49.72,9551.9,359.55,779,Coal,7.57,913.2
2022,Chhattisgarh,223.88,153.26,38867,Energy Efficiency,20.29,2572.27,116.12,7023.35,58.87,3576,Diesel,16.86,2228.18
2019,Odisha,176.02,225.01,192392,Energy Efficiency,25.34,3559.61,166.17,7616.03,406.32,1802,Gas,27.87,2279.55
2015,Maharashtra,287.17,152.01,154586,Renewable Energy,28.5,3655.91,63.34,7748.83,498.74,1937,Diesel,15.56,4614.91
2023,Madhya Pradesh,247.22,389.45,139310,None,39.06,3563.38,175.7,3799.91,409.55,4408,Gas,28.58,2600.13
2021,Telangana,260.72,465.77,144275,Afforestation,15.91,3266.69,79.16,5501.27,180.89,1343,Diesel,9.47,683.15
2024,Madhya Pradesh,179.7,348.71,40066,Renewable Energy,26.7,4885.48,180.89,4683.06,98.0,4880,Diesel,29.84,2552.88
2021,Jharkhand,80.71,222.55,42566,Afforestation,18.56,938.18,105.91,5257.78,344.57,2782,Gas,23.24,3439.51
2017,Chhattisgarh,168.81,231.63,190362,Afforestation,28.63,2720.21,98.43,2878.8,198.95,752,Gas,7.86,3102.31
2017,Telangana,184.55,447.58,20580,None,23.38,2762.5,132.23,3707.44,276.76,4746,Coal,22.7,837.61
2016,West Bengal,182.06,491.82,178272,Renewable Energy,9.63,2352.19,120.84,5708.93,271.04,1145,Coal,13.48,1188.11
2019,Chhattisgarh,131.98,279.18,191158,Carbon Capture,32.9,2628.84,64.86,7071.45,73.88,3522,Diesel,9.62,2522.68
2024,Chhattisgarh,156.57,195.08,194786,None,34.4,3012.57,147.23,4742.09,371.88,2082,Coal,17.87,1818.82
2017,Odisha,103.87,459.71,51864,Renewable Energy,15.44,736.64,50.44,8745.83,438.35,233,Coal,20.58,3053.95
2018,Chhattisgarh,96.69,402.15,83120,Energy Efficiency,17.8,4698.69,75.21,678.53,143.16,2592,Gas,11.87,911.98
2017,Chhattisgarh,293.27,555.96,56172,Carbon Capture,29.92,651.67,163.29,6109.47,304.95,747,Diesel,21.35,4338.72
2018,Jharkhand,69.06,474.7,13569,Renewable Energy,13.47,1218.67,64.94,933.09,419.27,3582,Diesel,4.42,2169.63
2017,Telangana,232.87,411.11,45393,Carbon Capture,45.17,2073.41,178.14,6002.0,137.68,4665,Coal,20.45,1383.19
2024,Odisha,72.73,329.38,77704,Renewable Energy,32.56,1142.7,62.65,6531.54,496.42,3534,Gas,13.21,3559.21
2015,Odisha,73.23,137.52,73328,Energy Efficiency,34.64,799.45,119.26,585.61,139.25,2697,Coal,18.74,3975.68
2021,Jharkhand,282.57,231.68,40898,None,11.07,634.25,101.62,5996.73,159.56,4551,Gas,16.52,4206.78
2015,Telangana,273.68,159.17,195268,Renewable Energy,28.29,1598.44,61.31,7642.88,269.26,3921,Gas,0.37,2026.38
2021,Jharkhand,162.76,335.3,109131,Renewable Energy,40.06,4951.23,146.63,4205.07,276.18,2873,Diesel,13.98,754.72
2023,Telangana,291.71,428.23,97566,None,21.82,2894.49,173.09,3945.17,378.26,1019,Gas,28.35,4736.72
2017,West Bengal,197.71,388.77,35863,Carbon Capture,17.82,3975.22,107.72,7820.59,122.01,4644,Gas,6.69,4409.14
2015,Madhya Pradesh,168.74,595.34,180632,Carbon Capture,49.38,4804.94,48.72,2696.73,225.2,3252,Coal,27.51,2457.99
2021,Odisha,187.83,279.46,160839,Energy Efficiency,47.4,3109.82,114.66,8101.67,328.57,4782,Gas,17.43,4810.9
2016,Odisha,56.25,246.12,77680,Afforestation,43.98,3432.0,53.01,4895.28,456.5,2383,Diesel,4.96,1141.78
2015,West Bengal,66.58,545.55,175683,None,30.87,4849.14,99.55,9835.78,288.09,2324,Diesel,23.75,1832.78
2023,Jharkhand,95.08,179.2,118691,None,11.8,3909.2,21.62,5704.43,123.89,2187,Diesel,21.99,320.71
2015,West Bengal,293.06,546.27,191883,Energy Efficiency,8.58,663.62,106.49,9549.09,306.71,4759,Coal,2.26,2727.2
2022,Jharkhand,90.11,577.21,42622,Coal Gasification,31.35,2507.52,177.43,4800.24,295.23,3915,Coal,14.36,2891.58
2016,Maharashtra,155.51,219.38,90477,Coal Gasification,26.8,1682.04,112.13,7574.95,347.85,4679,Coal,2.98,3264.93
2015,Maharashtra,261.96,244.59,65110,Carbon Capture,44.94,4814.99,112.05,3764.93,258.3,2009,Gas,26.33,2700.71
2023,Odisha,188.0,501.62,95101,None,44.24,2692.73,82.91,7903.52,325.29,2822,Coal,17.0,1418.77
2018,Chhattisgarh,89.78,580.42,56171,None,18.79,719.99,135.28,8945.42,204.93,1598,Gas,25.29,2883.96
2022,Madhya Pradesh,167.99,364.53,100777,Carbon Capture,41.15,3979.71,28.66,9498.16,256.92,3136,Coal,2.3,4697.98
2024,Maharashtra,219.57,191.6,167080,Energy Efficiency,43.29,4273.99,100.83,6804.79,257.14,834,Coal,14.72,1719.07
2018,Maharashtra,202.12,252.87,110116,Afforestation,44.83,3507.95,142.58,3483.03,80.4,4484,Coal,24.99,4125.4
2024,Odisha,185.63,419.98,43494,Coal Gasification,25.44,553.51,69.45,8327.61,354.35,1179,Coal,5.35,562.92
2023,Madhya Pradesh,299.43,460.87,149388,Renewable Energy,14.03,4379.64,193.07,3501.95,193.34,478,Coal,7.02,4516.57
2018,West Bengal,97.22,311.52,38692,Coal Gasification,32.63,4851.45,79.44,8307.9,418.06,3903,Coal,2.39,4877.46
2021,Maharashtra,144.69,201.46,21449,None,6.89,1822.69,102.66,8872.49,191.77,1764,Gas,21.68,4946.87
2023,Telangana,97.67,444.92,153649,Renewable Energy,15.87,3706.07,52.64,2806.98,346.56,3990,Gas,24.8,2563.51
2024,West Bengal,209.06,146.47,178878,Afforestation,26.66,1259.48,82.71,8591.54,464.64,4871,Diesel,23.29,3536.1
2015,West Bengal,71.89,153.76,176175,Carbon Capture,16.43,2774.84,126.7,4322.06,347.14,2668,Coal,17.0,1970.54
2015,Chhattisgarh,296.37,404.98,158194,None,9.72,3271.53,19.25,9071.2,389.32,3179,Diesel,14.68,1836.85
2024,West Bengal,93.07,355.59,139710,Energy Efficiency,36.81,716.69,126.55,4350.7,56.77,3118,Gas,22.11,1379.64
2021,Maharashtra,284.59,239.42,135312,Coal Gasification,31.96,2603.28,182.1,9775.23,496.68,1124,Coal,17.4,2398.39
2016,Maharashtra,207.8,496.14,73181,None,18.92,3211.06,49.28,7850.79,323.28,2677,Diesel,19.95,1484.28
2015,Jharkhand,202.72,496.87,83793,None,30.35,4476.63,53.77,9927.26,372.95,3489,Coal,19.85,452.44
2018,Madhya Pradesh,53.61,355.42,82647,Energy Efficiency,22.6,2535.88,29.1,1184.38,462.17,4840,Coal,26.64,3859.94
2021,Odisha,161.69,508.85,33241,Carbon Capture,39.73,3856.42,84.87,6174.32,242.92,3589,Coal,24.55,4454.41
2015,Madhya Pradesh,296.73,513.23,117533,Coal Gasification,22.03,750.29,54.86,8721.14,72.99,3261,Diesel,1.48,212.31
2023,Madhya Pradesh,197.1,480.47,54081,Carbon Capture,6.24,2402.07,44.52,2933.56,125.23,4529,Diesel,3.97,1450.01
2021,Odisha,87.82,511.43,189914,None,5.73,4405.69,147.02,9193.05,90.12,3420,Gas,8.96,3824.45
2017,Madhya Pradesh,116.88,551.49,184752,None,33.44,1303.57,180.84,8354.93,86.25,4541,Gas,9.07,4303.72
2018,Chhattisgarh,262.01,552.32,26277,Energy Efficiency,15.88,3221.65,172.82,574.47,425.65,3893,Gas,3.05,2067.04
2018,Madhya Pradesh,299.58,109.92,169099,Carbon Capture,21.91,3999.3,164.63,4028.53,258.76,1114,Diesel,12.78,2901.76
2021,Chhattisgarh,123.91,115.24,137217,Coal Gasification,39.83,4740.35,122.97,199.92,364.12,1124,Diesel,1.48,1345.0
2023,Jharkhand,170.68,124.93,100830,Energy Efficiency,47.66,3819.5,181.61,2592.05,140.07,952,Coal,29.33,3136.82
2023,Odisha,200.11,234.82,123046,Renewable Energy,24.52,4577.13,73.27,4246.46,59.13,4253,Diesel,3.17,3080.08
2016,Jharkhand,100.79,167.36,147346,Carbon Capture,42.22,690.23,131.3,8416.41,59.68,2041,Gas,17.64,511.38
2023,Telangana,130.01,264.93,116842,None,7.97,3039.76,197.76,5505.57,372.86,4618,Diesel,24.72,1150.69
2020,Madhya Pradesh,92.72,350.17,125899,Coal Gasification,8.74,782.73,86.17,1364.44,209.15,4104,Gas,24.44,2457.86
2018,West Bengal,162.35,324.4,104358,Renewable Energy,20.68,2032.92,67.24,4292.03,228.25,3401,Diesel,7.72,1801.31
2024,Jharkhand,56.42,433.58,62758,Coal Gasification,31.72,1183.2,113.07,2475.59,364.49,3370,Gas,29.56,3008.87
2020,Odisha,130.33,277.1,59936,Afforestation,31.5,2891.02,159.69,6863.83,405.54,955,Coal,13.99,339.53
2024,West Bengal,194.5,531.24,68180,Renewable Energy,28.12,2088.42,183.69,5188.95,304.13,3376,Gas,4.38,383.16
2016,West Bengal,165.92,461.56,111220,Afforestation,36.67,639.15,119.92,9787.06,330.55,1843,Gas,28.81,3480.37
2021,Odisha,125.17,362.82,182920,Afforestation,42.31,2054.63,91.7,2987.01,169.97,1090,Diesel,5.74,3216.25
2016,Chhattisgarh,179.68,155.76,73396,Afforestation,37.71,1213.75,182.95,4824.24,264.31,1616,Gas,15.06,3092.81
2016,Telangana,258.4,141.99,103643,None,49.03,3035.06,27.32,2044.88,144.36,426,Gas,20.26,1129.98
2016,Jharkhand,220.74,202.83,195905,Carbon Capture,46.24,3762.41,19.22,540.39,130.59,4864,Coal,3.06,604.81
2017,Madhya Pradesh,144.04,492.35,14348,Coal Gasification,28.2,4002.82,81.27,2936.32,442.28,2287,Diesel,1.45,2090.5
2018,Jharkhand,210.64,558.66,119930,Energy Efficiency,42.28,3096.16,142.72,2434.03,226.74,3198,Gas,18.09,4909.73
2018,Madhya Pradesh,106.68,407.83,143546,Renewable Energy,32.09,698.86,45.08,7156.71,135.63,3746,Gas,29.52,1610.04
2015,Madhya Pradesh,73.23,327.69,69347,Renewable Energy,48.38,3763.31,35.41,2371.83,169.38,3284,Coal,3.31,1651.29
2024,Chhattisgarh,286.21,159.09,195261,Renewable Energy,22.96,4457.49,29.59,4574.57,270.38,583,Diesel,27.23,2499.11
2019,West Bengal,82.56,151.49,126711,Coal Gasification,48.96,728.53,168.45,4928.0,428.19,2534,Gas,26.55,1743.66
2024,Jharkhand,186.86,398.74,91893,Renewable Energy,7.16,3703.85,31.37,8116.08,298.36,3234,Diesel,18.02,3259.91
2018,Jharkhand,209.18,217.01,138439,Energy Efficiency,21.84,4497.18,135.81,1413.57,486.24,4758,Gas,8.2,556.64
2016,Chhattisgarh,237.22,562.77,184576,Afforestation,21.53,3994.59,94.37,6817.51,378.53,2861,Diesel,29.92,4170.96
2024,Chhattisgarh,105.72,259.96,86865,None,32.07,3448.97,53.22,7071.46,318.88,3233,Coal,28.4,1924.59
2024,Madhya Pradesh,202.82,222.92,50975,None,37.37,4969.29,194.4,6084.56,216.88,4620,Coal,27.41,2385.64
2023,Madhya Pradesh,292.87,315.41,22335,None,49.27,4834.03,59.12,3989.87,175.95,1932,Diesel,26.41,3304.15
2018,Odisha,141.63,145.45,38309,None,41.15,2042.93,168.44,4107.43,366.29,3761,Coal,9.3,2811.23
2023,Telangana,167.62,124.5,101085,Energy Efficiency,37.66,3710.15,15.26,3208.88,398.26,660,Diesel,19.24,361.31
2015,Madhya Pradesh,258.08,136.12,175461,Energy Efficiency,49.58,3842.25,158.02,2649.35,388.43,2719,Coal,21.03,3178.3
2021,Jharkhand,238.41,106.87,16107,Coal Gasification,7.52,1078.09,150.77,2725.97,105.74,3405,Diesel,5.55,1507.39
2018,Telangana,225.21,431.19,118772,Carbon Capture,39.92,1681.99,197.82,8711.38,489.39,3806,Diesel,0.62,3779.24
2024,Madhya Pradesh,201.7,291.75,192747,Renewable Energy,45.34,727.56,32.79,6272.92,350.98,4910,Gas,3.22,1556.03
2024,Maharashtra,85.49,411.02,119320,None,10.41,3209.04,176.83,3469.4,294.7,4213,Gas,15.42,4171.22
